V1,Gene,Input.x,Rank.x,baseMean.x,Input.y,Rank.y,baseMean.y,logMeanExpression,RankDiff,MeanRank,Shrinkage,num.trans,Variant_Alleles,Dfam_conserved,Dfam_simple
110,ENSG00000144339,TPM,393,72.92910811,Counts,428,64.68933511,4.656564344,-35,410.5,None,4,,,
152,ENSG00000241322,TPM,530,38.30917815,Counts,565,33.85306405,4.011609668,-35,547.5,None,8,,,
248,ENSG00000138411,TPM,899,139.7147155,Counts,864,135.964317,5.33607968,35,881.5,None,17,,,
349,ENSG00000186487,TPM,1415,83.04316624,Counts,1380,81.20271874,4.81741072,35,1397.5,None,69,,,
457,ENSG00000170873,TPM,1966,273.0457095,Counts,2001,272.1371208,6.013994505,-35,1983.5,None,18,,,
71,ENSG00000282591,TPM,294,22.59513439,Counts,328,23.30092334,3.533557974,-34,311,None,2,,,
176,ENSG00000270164,TPM,612,32.35099907,Counts,578,31.91958119,3.877654924,34,595,None,4,,,
288,ENSG00000119638,TPM,1049,110.1498576,Counts,1083,106.6412356,5.096632396,-34,1066,None,18,,,
614,ENSG00000178149,TPM,2488,222.1366337,Counts,2522,224.4379111,5.812205065,-34,2505,None,15,,,
749,ENSG00000092421,TPM,2727,445.3871026,Counts,2761,445.6376341,6.504596389,-34,2744,None,15,,,
981,ENSG00000101439,TPM,2981,455.922567,Counts,3015,462.0738848,6.532275352,-34,2998,None,3,,,
1002,ENSG00000164494,TPM,3005,567.3413495,Counts,3039,566.7457724,6.746076274,-34,3022,None,3,,,
24,ENSG00000281379,TPM,137,21.1651948,Counts,170,19.19327225,3.426274666,-33,153.5,None,3,,,
61,ENSG00000227165,TPM,244,16.47277,Counts,211,15.91104559,3.195742001,33,227.5,None,10,,,
64,ENSG00000174500,TPM,257,26.58612489,Counts,224,23.25074629,3.643136466,33,240.5,None,7,,,
199,ENSG00000138356,TPM,694,26.36933894,Counts,661,26.27613193,3.67648812,33,677.5,None,8,,,
208,ENSG00000223382,TPM,707,43.18584958,Counts,674,42.4054966,4.164936566,33,690.5,None,14,,,
434,ENSG00000241973,TPM,1820,126.741539,Counts,1853,121.8221936,5.234592572,-33,1836.5,None,18,,,
38,ENSG00000184697,TPM,188,16.08683913,Counts,220,15.03705159,3.161474013,-32,204,None,3,,,
502,ENSG00000235703,TPM,2116,238.0244746,Counts,2084,239.8946996,5.88045428,32,2100,None,13,,,
40,ENSG00000274512,TPM,197,28.38227682,Counts,228,29.10510911,3.759683417,-31,212.5,None,2,,,
43,ENSG00000257556,TPM,203,11.2678058,Counts,172,10.78361479,2.812987419,31,187.5,None,5,,,
249,ENSG00000024422,TPM,905,96.25500995,Counts,936,95.07373559,4.968366961,-31,920.5,None,5,,,
278,ENSG00000228649,TPM,1012,73.60766226,Counts,981,73.83737763,4.705253964,31,996.5,None,13,,,
346,ENSG00000209082,TPM,1404,63.94981045,Counts,1435,64.73174188,4.567631145,-31,1419.5,None,1,,,
358,ENSG00000163376,TPM,1443,203.8185454,Counts,1412,202.2212538,5.720079528,31,1427.5,None,5,,,
373,ENSG00000139220,TPM,1532,203.572452,Counts,1501,200.4724664,5.716398178,31,1516.5,None,28,,,
432,ENSG00000214960,TPM,1809,212.1119369,Counts,1778,211.0644588,5.760931782,31,1793.5,None,6,,,
455,ENSG00000106686,TPM,1959,108.780325,Counts,1990,110.3783123,5.09968032,-31,1974.5,None,13,,,
8,ENSG00000249237,TPM,73,11.36132503,Counts,43,10.90900395,2.822320526,30,58,None,3,,,
35,ENSG00000232732,TPM,183,10.0680757,Counts,153,8.135427098,2.648709826,30,168,None,52,,,
168,ENSG00000075651,TPM,585,169.7292947,Counts,555,160.4384087,5.521254893,30,570,None,17,,,
209,ENSG00000255435,TPM,713,43.61909264,Counts,743,40.53550483,4.157113472,-30,728,None,5,,,
211,ENSG00000234753,TPM,716,28.75520402,Counts,746,27.13652239,3.745341665,-30,731,None,5,,,
425,ENSG00000162104,TPM,1796,92.77623105,Counts,1826,93.98954763,4.940005404,-30,1811,None,7,,,
636,ENSG00000166398,TPM,2546,449.098737,Counts,2576,452.0882692,6.51492433,-30,2561,None,7,,,
28,ENSG00000100097,TPM,158,38.16355363,Counts,187,30.84022826,3.981244316,-29,172.5,None,7,,,
30,ENSG00000120217,TPM,167,122.960113,Counts,138,111.1122731,5.184679631,29,152.5,None,5,,,
73,ENSG00000250387,TPM,296,28.63802297,Counts,267,28.90562133,3.763310298,29,281.5,None,3,,,
78,ENSG00000262732,TPM,311,63.80597133,Counts,340,44.52737968,4.455156982,-29,325.5,None,2,,,
437,ENSG00000179240,TPM,1837,381.8045134,Counts,1808,374.7313425,6.344179484,29,1822.5,None,11,,,
983,ENSG00000084234,TPM,2983,4059.285495,Counts,3012,4118.205515,8.719053983,-29,2997.5,None,26,,,
1160,ENSG00000114127,TPM,3166,2725.858267,Counts,3195,2730.638448,8.316588103,-29,3180.5,None,14,,,
172,ENSG00000228022,TPM,598,20.08872316,Counts,626,20.57212504,3.413612846,-28,612,None,4,,,
175,ENSG00000131979,TPM,611,29.82830928,Counts,583,29.81641403,3.800790087,28,597,None,6,,,
417,ENSG00000103485,TPM,1775,129.3570969,Counts,1803,130.9751605,5.272202714,-28,1789,None,5,,,
443,ENSG00000104064,TPM,1883,447.5473717,Counts,1911,445.2780654,6.507555889,-28,1897,None,11,,,
59,ENSG00000286592,TPM,234,22.76653767,Counts,207,19.80850822,3.486481461,27,220.5,None,2,,,
113,ENSG00000187905,TPM,397,13.25089091,Counts,424,13.28400384,2.990362524,-27,410.5,None,4,,,
117,ENSG00000188056,TPM,410,21.25197852,Counts,383,20.87274242,3.455949097,27,396.5,None,3,,,
128,ENSG00000160471,TPM,447,102.1046915,Counts,474,92.82465876,5.00069957,-27,460.5,None,10,,,
158,ENSG00000239677,TPM,549,57.67905867,Counts,522,57.98408959,4.462120535,27,535.5,None,4,,,
296,ENSG00000135824,TPM,1083,81.58458018,Counts,1056,80.54249955,4.802838624,27,1069.5,None,7,,,
307,ENSG00000063127,TPM,1156,66.0936094,Counts,1129,64.7967406,4.58997512,27,1142.5,None,7,,,
317,ENSG00000198246,TPM,1235,81.85676863,Counts,1208,83.12941276,4.815605124,27,1221.5,None,13,,,
325,ENSG00000143429,TPM,1282,252.3303989,Counts,1309,245.9060655,5.927681558,-27,1295.5,None,6,,,
337,ENSG00000008838,TPM,1341,92.46262341,Counts,1314,89.27474821,4.920710568,27,1327.5,None,34,,,
449,ENSG00000229956,TPM,1929,229.3113246,Counts,1956,223.3965195,5.831910583,-27,1942.5,None,43,,,
566,ENSG00000167447,TPM,2319,145.4143118,Counts,2292,146.7615613,5.388135641,27,2305.5,None,6,,,
939,ENSG00000240024,TPM,2938,329.6294935,Counts,2965,334.2385746,6.208084427,-27,2951.5,None,4,,,
982,ENSG00000100941,TPM,2982,6262.089053,Counts,3009,6344.757826,9.152125067,-27,2995.5,None,6,,,
1041,ENSG00000250988,TPM,3044,745.0079429,Counts,3071,756.0314016,7.023780009,-27,3057.5,None,5,,,
149,ENSG00000184661,TPM,526,42.72406329,Counts,552,42.35078503,4.157310845,-26,539,None,5,,,
166,ENSG00000164647,TPM,573,27.28365432,Counts,547,27.16087814,3.710251765,26,560,None,3,,,
246,ENSG00000174498,TPM,868,37.38120416,Counts,894,38.04473091,4.032532448,-26,881,None,5,,,
277,ENSG00000160401,TPM,1011,50.92957632,Counts,1037,51.56501949,4.340059272,-26,1024,None,6,,,
301,ENSG00000143228,TPM,1134,100.4685096,Counts,1160,96.30509364,5.001399821,-26,1147,None,12,,,
470,ENSG00000124181,TPM,2032,292.3065404,Counts,2058,293.6242353,6.084769668,-26,2045,None,22,,,
484,ENSG00000271425,TPM,2061,279.3887314,Counts,2087,280.1929771,6.039028293,-26,2074,None,3,,,
672,ENSG00000117010,TPM,2617,368.2228614,Counts,2643,373.1628124,6.31861538,-26,2630,None,7,,,
691,ENSG00000112406,TPM,2647,459.7641527,Counts,2673,466.5216127,6.541066014,-26,2660,None,1,,,
779,ENSG00000066697,TPM,2763,464.588683,Counts,2789,471.3884134,6.551484382,-26,2776,None,7,,,
857,ENSG00000161542,TPM,2849,535.2705683,Counts,2875,542.6350083,6.692813095,-26,2862,None,12,,,
961,ENSG00000109944,TPM,2961,681.3187222,Counts,2987,689.6151606,6.93354612,-26,2974,None,4,,,
971,ENSG00000165792,TPM,2971,1049.01992,Counts,2997,1056.039587,7.36330477,-26,2984,None,25,,,
986,ENSG00000150593,TPM,2987,2764.9681,Counts,3013,2801.145607,8.334601415,-26,3000,None,11,,,
1062,ENSG00000131115,TPM,3065,631.7228175,Counts,3091,639.0002721,6.857748476,-26,3078,None,13,,,
1084,ENSG00000143776,TPM,3088,1077.695989,Counts,3114,1082.594191,7.389559682,-26,3101,None,13,,,
1119,ENSG00000107854,TPM,3124,2222.446232,Counts,3150,2255.054718,8.116707741,-26,3137,None,1,,,
1203,ENSG00000084676,TPM,3209,2850.210187,Counts,3235,2888.751224,8.365110392,-26,3222,None,11,,,
1271,ENSG00000166233,TPM,3278,4011.254141,Counts,3304,4059.24087,8.706304078,-26,3291,None,10,,,
1,ENSG00000100206,TPM,32,25.54842302,Counts,57,16.62857762,3.522314463,-25,44.5,None,7,,,
36,ENSG00000247498,TPM,185,9.84178437,Counts,160,8.05010725,2.629500234,25,172.5,None,10,,,
94,ENSG00000198910,TPM,357,12.49108391,Counts,332,11.53722265,2.904696185,25,344.5,None,16,,,
127,ENSG00000115129,TPM,446,19.05177323,Counts,421,18.54195999,3.343665482,25,433.5,None,6,,,
161,ENSG00000174946,TPM,555,203.455134,Counts,580,188.1012136,5.695433522,-25,567.5,None,3,,,
162,ENSG00000007001,TPM,560,26.43615525,Counts,535,25.97324143,3.674343719,25,547.5,None,4,,,
187,ENSG00000183346,TPM,644,76.47503161,Counts,669,72.14314652,4.723367401,-25,656.5,None,3,,,
200,ENSG00000234377,TPM,695,44.59444909,Counts,670,44.7988833,4.204601432,25,682.5,None,14,,,
229,ENSG00000140829,TPM,786,106.6809077,Counts,811,101.6232979,5.059378198,-25,798.5,None,14,,,
265,ENSG00000133805,TPM,951,47.29689629,Counts,976,44.76072822,4.243874015,-25,963.5,None,18,,,
327,ENSG00000108591,TPM,1293,104.9980445,Counts,1318,105.7300109,5.061727885,-25,1305.5,None,21,,,
334,ENSG00000133401,TPM,1326,191.6054932,Counts,1351,189.3185514,5.656917148,-25,1338.5,None,12,,,
382,ENSG00000155980,TPM,1568,239.0621968,Counts,1593,235.1152471,5.876670285,-25,1580.5,None,32,,,
392,ENSG00000145912,TPM,1631,170.3046596,Counts,1606,172.5897849,5.547516706,25,1618.5,None,6,,,
445,ENSG00000101940,TPM,1893,208.6156343,Counts,1868,203.0865523,5.737084781,25,1880.5,None,12,,,
453,ENSG00000120875,TPM,1957,241.4117123,Counts,1982,245.0197305,5.896938398,-25,1969.5,None,2,,,
464,ENSG00000163626,TPM,1994,326.2088225,Counts,2019,325.6640826,6.192446052,-25,2006.5,None,5,,,
1109,ENSG00000158966,TPM,3114,2684.105315,Counts,3139,2716.000597,8.304521027,-25,3126.5,None,6,,,
1121,ENSG00000166128,TPM,3126,13105.95398,Counts,3151,13296.81416,9.891129559,-25,3138.5,None,5,,,
1143,ENSG00000006652,TPM,3149,2944.761214,Counts,3174,2985.94831,8.397899473,-25,3161.5,None,22,,,
1242,ENSG00000206560,TPM,3249,1256.281306,Counts,3274,1270.161285,7.545052456,-25,3261.5,None,15,,,
1275,ENSG00000198668,TPM,3282,8966.697498,Counts,3307,9090.549922,9.51133142,-25,3294.5,None,18,,,
13,ENSG00000174898,TPM,93,16.37190088,Counts,117,11.89948224,3.105556701,-24,105,None,3,,,
88,ENSG00000143515,TPM,333,73.31091261,Counts,357,63.481588,4.654452673,-24,345,None,7,,,
169,ENSG00000254066,TPM,587,24.96970236,Counts,611,25.21106541,3.626345191,-24,599,None,9,,,
214,ENSG00000251301,TPM,721,46.41975928,Counts,697,46.6638839,4.244941811,24,709,None,9,,,
238,ENSG00000091513,TPM,836,46.88932546,Counts,860,44.74391268,4.237886046,-24,848,None,14,,,
366,ENSG00000180592,TPM,1500,105.035123,Counts,1476,105.729394,5.061960781,24,1488,None,4,,,
367,ENSG00000256340,TPM,1502,84.97568396,Counts,1526,84.6726954,4.846641015,-24,1514,None,4,,,
498,ENSG00000237638,TPM,2105,130.9791998,Counts,2129,132.8435869,5.285237159,-24,2117,None,5,,,
512,ENSG00000130772,TPM,2144,257.6588244,Counts,2168,259.6066385,5.95961815,-24,2156,None,5,,,
531,ENSG00000156795,TPM,2187,263.2398875,Counts,2211,264.9781837,5.980729581,-24,2199,None,10,,,
537,ENSG00000197381,TPM,2207,168.7332499,Counts,2231,169.7251146,5.535741689,-24,2219,None,15,,,
575,ENSG00000141068,TPM,2375,169.9938293,Counts,2399,172.1109948,5.545370108,-24,2387,None,20,,,
714,ENSG00000287811,TPM,2682,405.6657456,Counts,2706,411.6210414,6.415876142,-24,2694,None,1,,,
811,ENSG00000157741,TPM,2799,1942.411052,Counts,2823,1970.914195,7.982029843,-24,2811,None,4,,,
964,ENSG00000058600,TPM,2964,477.8416065,Counts,2988,485.0877443,6.579786456,-24,2976,None,19,,,
1043,ENSG00000115423,TPM,3046,1370.831245,Counts,3070,1378.429396,7.630483564,-24,3058,None,5,,,
1130,ENSG00000203930,TPM,3136,9819.840399,Counts,3160,9951.787653,9.60209419,-24,3148,None,29,,,
1159,ENSG00000122873,TPM,3165,2257.766195,Counts,3189,2289.780777,8.132311754,-24,3177,None,4,,,
1200,ENSG00000106780,TPM,3206,1363.802358,Counts,3230,1384.080707,7.628441122,-24,3218,None,1,,,
1227,ENSG00000146281,TPM,3234,1500.910795,Counts,3258,1522.896802,7.72416344,-24,3246,None,1,,,
89,ENSG00000154545,TPM,337,45.03548038,Counts,314,43.81699665,4.203856131,23,325.5,None,11,,,
130,ENSG00000062038,TPM,458,91.7011682,Counts,481,87.30267615,4.907882533,-23,469.5,None,10,,,
145,ENSG00000170890,TPM,518,15.08402828,Counts,495,15.19439408,3.121537504,23,506.5,None,3,,,
190,ENSG00000120833,TPM,648,90.59977865,Counts,625,90.29054145,4.910778489,23,636.5,None,12,,,
240,ENSG00000095587,TPM,839,88.80724279,Counts,816,86.17205617,4.881993042,23,827.5,None,3,,,
299,ENSG00000164465,TPM,1114,44.74219793,Counts,1137,43.82108263,4.199496145,-23,1125.5,None,12,,,
330,ENSG00000186787,TPM,1299,50.22248825,Counts,1276,50.01406032,4.320543686,23,1287.5,None,5,,,
338,ENSG00000131773,TPM,1342,71.91783971,Counts,1319,72.74351583,4.684809098,23,1330.5,None,12,,,
344,ENSG00000132773,TPM,1390,74.63506593,Counts,1367,75.49924149,4.721927689,23,1378.5,None,5,,,
360,ENSG00000224664,TPM,1459,82.97545545,Counts,1482,84.08938225,4.828474897,-23,1470.5,None,1,,,
433,ENSG00000179299,TPM,1810,366.4193624,Counts,1787,362.9050118,6.306041443,23,1798.5,None,7,,,
480,ENSG00000283355,TPM,2055,115.250347,Counts,2078,117.0097993,5.157647681,-23,2066.5,None,1,,,
646,ENSG00000219481,TPM,2574,718.1331243,Counts,2597,724.5381275,6.985088647,-23,2585.5,None,7,,,
813,ENSG00000197121,TPM,2801,4597.961612,Counts,2824,4655.992421,8.843031635,-23,2812.5,None,11,,,
1053,ENSG00000214113,TPM,3056,922.8634967,Counts,3079,935.8563322,7.237628406,-23,3067.5,None,9,,,
1067,ENSG00000085733,TPM,3070,818.7126053,Counts,3093,829.1942367,7.117456667,-23,3081.5,None,15,,,
1118,ENSG00000164953,TPM,3123,9134.522337,Counts,3146,9256.264111,9.529713999,-23,3134.5,None,22,,,
1164,ENSG00000112335,TPM,3170,1162.528561,Counts,3193,1179.340779,7.468626822,-23,3181.5,None,4,,,
1165,ENSG00000214174,TPM,3171,1168.223112,Counts,3194,1184.75752,7.473411002,-23,3182.5,None,3,,,
1181,ENSG00000107249,TPM,3187,1570.882764,Counts,3210,1589.665081,7.768835709,-23,3198.5,None,19,,,
1197,ENSG00000144320,TPM,3203,2833.948829,Counts,3226,2873.335826,8.359513532,-23,3214.5,None,12,,,
1210,ENSG00000112992,TPM,3217,4049.520189,Counts,3240,4107.8407,8.716607914,-23,3228.5,None,24,,,
1216,ENSG00000064042,TPM,3223,1324.771337,Counts,3246,1342.736025,7.598970269,-23,3234.5,None,22,,,
1246,ENSG00000145495,TPM,3253,22587.01553,Counts,3276,22916.38668,10.43544459,-23,3264.5,None,15,,,
1284,ENSG00000055917,TPM,3291,5487.164917,Counts,3314,5563.469627,9.020256736,-23,3302.5,None,9,,,
17,ENSG00000004468,TPM,111,16.61251751,Counts,133,11.77689219,3.113558135,-22,122,None,5,,,
108,ENSG00000248505,TPM,384,32.42020529,Counts,362,32.57504029,3.885837651,22,373,None,6,,,
114,ENSG00000120500,TPM,404,29.87085414,Counts,382,30.16907856,3.805670741,22,393,None,5,,,
119,ENSG00000188766,TPM,415,31.63630281,Counts,393,30.3563124,3.846192108,22,404,None,7,,,
148,ENSG00000225963,TPM,524,17.90901704,Counts,502,17.24021511,3.278243171,22,513,None,11,,,
226,ENSG00000078487,TPM,772,34.783034,Counts,794,33.97806972,3.946850793,-22,783,None,8,,,
241,ENSG00000242866,TPM,842,76.30338806,Counts,820,74.60629494,4.732741036,22,831,None,13,,,
247,ENSG00000186230,TPM,879,86.98768916,Counts,901,81.23293451,4.848932944,-22,890,None,4,,,
250,ENSG00000138738,TPM,906,510.5689552,Counts,928,482.160265,6.622269576,-22,917,None,12,,,
351,ENSG00000144791,TPM,1421,118.5633068,Counts,1443,118.2777594,5.180109039,-22,1432,None,4,,,
352,ENSG00000232164,TPM,1424,104.8668792,Counts,1446,106.6966333,5.063956106,-22,1435,None,1,,,
357,ENSG00000184182,TPM,1442,218.3290604,Counts,1420,217.8735482,5.79077279,22,1431,None,23,,,
405,ENSG00000181804,TPM,1717,151.398523,Counts,1695,151.1152977,5.424756923,22,1706,None,5,,,
456,ENSG00000067177,TPM,1963,375.7257373,Counts,1985,381.0414142,6.339029397,-22,1974,None,5,,,
458,ENSG00000174844,TPM,1967,360.6739712,Counts,1989,361.2297583,6.293953056,-22,1978,None,9,,,
616,ENSG00000164659,TPM,2490,403.2644179,Counts,2512,407.8670022,6.408854799,-22,2501,None,12,,,
626,ENSG00000171033,TPM,2517,685.6510659,Counts,2539,686.7605163,6.936373177,-22,2528,None,3,,,
664,ENSG00000267058,TPM,2600,402.1531163,Counts,2622,406.8460233,6.406180282,-22,2611,None,2,,,
696,ENSG00000168386,TPM,2655,807.5509052,Counts,2677,817.5184823,7.103577085,-22,2666,None,10,,,
715,ENSG00000107968,TPM,2683,659.0293238,Counts,2705,666.9663034,6.900239582,-22,2694,None,7,,,
789,ENSG00000177732,TPM,2774,372.8917997,Counts,2796,378.3680357,6.331636747,-22,2785,None,1,,,
958,ENSG00000104408,TPM,2958,25358.4908,Counts,2980,25728.44996,10.55118527,-22,2969,None,57,,,
993,ENSG00000116793,TPM,2994,1252.209979,Counts,3016,1269.881223,7.542823346,-22,3005,None,12,,,
994,ENSG00000118058,TPM,2995,2900.044962,Counts,3017,2907.739088,8.378830606,-22,3006,None,24,,,
1047,ENSG00000112234,TPM,3050,741.0991732,Counts,3072,749.3408674,7.017299676,-22,3061,None,2,,,
1073,ENSG00000147592,TPM,3076,570.374127,Counts,3098,577.1536114,6.755711799,-22,3087,None,4,,,
1086,ENSG00000133318,TPM,3090,1750.026121,Counts,3112,1775.553566,7.877701616,-22,3101,None,14,,,
1113,ENSG00000105220,TPM,3118,3127.32849,Counts,3140,3169.164598,8.457848793,-22,3129,None,21,,,
1129,ENSG00000144283,TPM,3135,2233.957525,Counts,3157,2265.454089,8.121683732,-22,3146,None,18,,,
