V1,Gene,Input.x,Rank.x,baseMean.x,Input.y,Rank.y,baseMean.y,logMeanExpression,RankDiff,MeanRank,Shrinkage,num.trans,Variant_Alleles,Dfam_conserved,Dfam_simple
318,ENSG00000138798,TPM,1057,97.68240834,Counts,1154,84.79261832,4.942204532,-97,1105.5,None,13,,,
1528,ENSG00000128536,TPM,2760,301.9261895,Counts,2663,300.4403371,6.114005928,97,2711.5,None,14,,,
527,ENSG00000120500,TPM,1422,29.87085414,Counts,1326,30.16907856,3.805670741,96,1374,None,5,,,
1209,ENSG00000078549,TPM,2361,36.36411083,Counts,2265,36.85837901,4.00356793,96,2313,None,7,,,
1349,ENSG00000165197,TPM,2542,15.31125776,Counts,2446,15.18917618,3.131392155,96,2494,None,2,,,
1428,ENSG00000245651,TPM,2638,39.41595693,Counts,2542,39.55989347,4.080852345,96,2590,None,11,,,
1497,ENSG00000127324,TPM,2723,75.80650062,Counts,2627,76.97597784,4.738778359,96,2675,None,7,,,
1546,ENSG00000215417,TPM,2786,159.6708017,Counts,2690,160.8981307,5.481138245,96,2738,None,5,,,
155,ENSG00000047365,TPM,742,53.92400278,Counts,837,50.32765938,4.370559038,-95,789.5,None,10,,,
1370,ENSG00000084774,TPM,2565,75.29961986,Counts,2660,64.49478335,4.677928069,-95,2612.5,None,11,,,
1628,ENSG00000130635,TPM,2894,97.95189869,Counts,2799,99.25771362,4.994375521,95,2846.5,None,8,,,
1684,ENSG00000227210,TPM,2976,29.35804457,Counts,3070,26.34784719,3.750255985,-94,3023,None,2,,,
1518,ENSG00000168843,TPM,2749,387.8997326,Counts,2656,392.7089034,6.370336135,93,2702.5,None,5,,,
1599,ENSG00000280739,TPM,2856,215.4383137,Counts,2763,216.7773273,5.780209353,93,2809.5,None,13,,,
1737,ENSG00000256340,TPM,3047,84.97568396,Counts,3140,84.6726954,4.846641015,-93,3093.5,None,4,,,
528,ENSG00000126778,TPM,1424,26.82488372,Counts,1332,26.85885987,3.69521717,92,1378,None,5,,,
1170,ENSG00000143228,TPM,2316,100.4685096,Counts,2408,96.30509364,5.001399821,-92,2362,None,12,,,
1232,ENSG00000095587,TPM,2391,88.80724279,Counts,2299,86.17205617,4.881993042,92,2345,None,3,,,
1283,ENSG00000131773,TPM,2459,71.91783971,Counts,2367,72.74351583,4.684809098,92,2413,None,12,,,
1351,ENSG00000280744,TPM,2544,34.70644107,Counts,2452,35.19748734,3.957095501,92,2498,None,1,,,
1905,ENSG00000164465,TPM,3253,44.74219793,Counts,3345,43.82108263,4.199496145,-92,3299,None,12,,,
1404,ENSG00000259937,TPM,2608,20.7047873,Counts,2517,21.08884303,3.441994058,91,2562.5,None,1,,,
1585,ENSG00000232732,TPM,2838,10.0680757,Counts,2929,8.135427098,2.648709826,-91,2883.5,None,52,,,
1630,ENSG00000081985,TPM,2897,8.572652795,Counts,2806,8.54616942,2.553012045,91,2851.5,None,8,,,
803,ENSG00000186231,TPM,1819,53.19539636,Counts,1909,48.83215921,4.351715302,-90,1864,None,7,,,
1671,ENSG00000110931,TPM,2957,184.4452484,Counts,2867,187.0655727,5.627542099,90,2912,None,17,,,
1805,ENSG00000175061,TPM,3128,8705.489555,Counts,3218,8832.927398,9.482041927,-90,3173,None,50,,,
1916,ENSG00000204706,TPM,3267,264.7123415,Counts,3177,265.6808569,5.98532768,90,3222,None,23,,,
1132,ENSG00000160408,TPM,2257,9.749787322,Counts,2168,9.849241052,2.686105014,89,2212.5,None,14,,,
1233,ENSG00000135842,TPM,2392,129.5685675,Counts,2303,130.257928,5.271447234,89,2347.5,None,5,,,
852,ENSG00000198915,TPM,1883,19.77524015,Counts,1971,18.62814552,3.370370853,-88,1927,None,5,,,
1148,ENSG00000224598,TPM,2280,19.87258444,Counts,2192,20.28386755,3.401681205,88,2236,None,1,,,
1432,ENSG00000085840,TPM,2642,33.59527086,Counts,2554,33.98235142,3.923683686,88,2598,None,2,,,
1469,ENSG00000233661,TPM,2687,69.10195213,Counts,2599,70.13913919,4.646038788,88,2643,None,1,,,
1555,ENSG00000214706,TPM,2796,85.9618824,Counts,2708,85.92233417,4.859215711,88,2752,None,15,,,
1668,ENSG00000230615,TPM,2954,16.55482678,Counts,2866,15.63980122,3.193546833,88,2910,None,25,,,
1689,ENSG00000272695,TPM,2982,51.50086543,Counts,2894,51.93868241,4.349893432,88,2938,None,3,,,
1210,ENSG00000235703,TPM,2362,238.0244746,Counts,2275,239.8946996,5.88045428,87,2318.5,None,13,,,
33,ENSG00000013293,TPM,397,40.49631334,Counts,483,31.09162036,4.026103614,-86,440,None,2,,,
310,ENSG00000151789,TPM,1046,140.2490657,Counts,1132,114.3722965,5.2854105,-86,1089,None,11,,,
443,ENSG00000248505,TPM,1284,32.42020529,Counts,1198,32.57504029,3.885837651,86,1241,None,6,,,
758,ENSG00000251301,TPM,1756,46.41975928,Counts,1670,46.6638839,4.244941811,86,1713,None,9,,,
797,ENSG00000134240,TPM,1811,10.37058441,Counts,1897,10.50573015,2.748772957,-86,1854,None,4,,,
1217,ENSG00000225953,TPM,2371,99.06963987,Counts,2285,100.151188,5.004920555,86,2328,None,7,,,
1343,ENSG00000007001,TPM,2535,26.43615525,Counts,2450,25.97324143,3.674343719,85,2492.5,None,4,,,
1360,ENSG00000285631,TPM,2553,28.60534464,Counts,2468,29.0868835,3.764654292,85,2510.5,None,1,,,
1431,ENSG00000143226,TPM,2641,29.95585381,Counts,2726,29.38209,3.798784849,-85,2683.5,None,14,,,
1452,ENSG00000148488,TPM,2666,24.80366428,Counts,2581,25.14428223,3.621023581,85,2623.5,None,3,,,
1539,ENSG00000147642,TPM,2777,279.036412,Counts,2692,282.0645176,6.0404182,85,2734.5,None,38,,,
1932,ENSG00000117877,TPM,3289,31.2218212,Counts,3204,31.85158381,3.853283384,85,3246.5,None,4,,,
1622,ENSG00000285041,TPM,2886,10.5589985,Counts,2802,10.67630782,2.76614,84,2844,None,1,,,
861,ENSG00000147573,TPM,1896,10.67031962,Counts,1979,10.49324788,2.767384175,-83,1937.5,None,5,,,
914,ENSG00000162458,TPM,1960,47.95077229,Counts,1877,48.27546896,4.277894625,83,1918.5,None,15,,,
1554,ENSG00000279795,TPM,2795,8.636280605,Counts,2712,8.751103996,2.565859144,83,2753.5,None,1,,,
1797,ENSG00000091127,TPM,3120,268.9346753,Counts,3037,261.316634,5.99044651,83,3078.5,None,6,,,
884,ENSG00000183346,TPM,1923,76.47503161,Counts,2005,72.14314652,4.723367401,-82,1964,None,3,,,
1557,ENSG00000186479,TPM,2798,148.8818261,Counts,2716,151.2579465,5.41392381,82,2757,None,3,,,
352,ENSG00000151117,TPM,1127,31.59629889,Counts,1208,30.00721223,3.841598503,-81,1167.5,None,5,,,
799,ENSG00000237807,TPM,1813,27.00094973,Counts,1732,27.19556932,3.703736894,81,1772.5,None,7,,,
819,ENSG00000163376,TPM,1839,203.8185454,Counts,1758,202.2212538,5.720079528,81,1798.5,None,5,,,
982,ENSG00000170961,TPM,2050,30.08759416,Counts,1969,30.52440724,3.814405717,81,2009.5,None,1,,,
1862,ENSG00000244045,TPM,3197,174.1744159,Counts,3116,173.5540447,5.56433433,81,3156.5,None,9,,,
530,ENSG00000247796,TPM,1427,52.92770959,Counts,1507,48.88694741,4.348614402,-80,1467,None,10,,,
