X,GENEID,Alignment.x,Rank.x,baseMean.x,Alignment.y,Rank.y,baseMean.y,logMeanExpression,RankDiff,MeanRank,num.trans,Description,Gene_name,Somatic_recombination_before_transcription,Variant_Alleles,Dfam_conserved,Dfam_simple
107,ENSG00000148834,STAR,3634,123.5814345,HISAT2,4269,114.8751281,5.19860199,-635,3951.5,NA,,,,,,
108,ENSG00000122026,STAR,3930,34253.88434,HISAT2,3295,14221.3737,10.63018003,635,3612.5,NA,,,,,,
109,ENSG00000234996,STAR,2252,60.78577431,HISAT2,2886,55.96068622,4.486005017,-634,2569,2,,,,,,
110,ENSG00000185641,STAR,3095,5385.162412,HISAT2,3728,3397.520411,8.865583075,-633,3411.5,NA,,,,,,
111,ENSG00000213997,STAR,4028,11.27376476,HISAT2,3395,10.64208499,2.80908983,633,3711.5,NA,,,,,,
112,ENSG00000267544,STAR,2785,217.5672215,HISAT2,2154,194.8339716,5.752522502,631,2469.5,NA,,,,,,
113,ENSG00000103642,STAR,2290,387.5260667,HISAT2,2917,364.2044318,6.344984012,-627,2603.5,NA,,,,,,
114,ENSG00000133401,STAR,3612,209.2176397,HISAT2,4239,196.012315,5.727576463,-627,3925.5,NA,,,,,,
115,ENSG00000223688,STAR,2666,36.33129547,HISAT2,3291,32.282304,3.960288222,-625,2978.5,NA,,,,,,
116,ENSG00000003249,STAR,3444,25.29915878,HISAT2,4066,23.42274236,3.611202466,-622,3755,NA,,,,,,
117,ENSG00000271943,STAR,1329,72.07171876,HISAT2,1950,35.39140165,4.497222099,-621,1639.5,NA,,,,,,
118,ENSG00000140497,STAR,4233,229.4871928,HISAT2,3615,216.7240844,5.822599746,618,3924,NA,,,,,,
119,ENSG00000096080,STAR,2628,568.4295999,HISAT2,3245,519.4233372,6.719183754,-617,2936.5,NA,,,,,,
120,ENSG00000228929,STAR,3515,2626.795482,HISAT2,2898,2518.534003,8.265151709,617,3206.5,1,,,,,,
121,ENSG00000154608,STAR,4364,1107.017915,HISAT2,3749,1044.949933,7.39602413,615,4056.5,NA,,,,,,
122,ENSG00000235932,STAR,2182,60.39088391,HISAT2,2796,43.09371087,4.405959683,-614,2489,NA,,,,,,
123,ENSG00000225131,STAR,2410,141.29631,HISAT2,1799,107.6744221,5.273684048,611,2104.5,1,,,,,,
124,ENSG00000171303,STAR,3389,15.57170713,HISAT2,3999,14.10486228,3.119017402,-610,3694,2,,,,,,
125,ENSG00000254634,STAR,4323,322.7220435,HISAT2,3717,252.3680788,6.106813696,606,4020,1,,,,,,
126,ENSG00000166352,STAR,4145,1806.65696,HISAT2,3540,1697.933039,7.884434738,605,3842.5,NA,,,,,,
127,ENSG00000231991,STAR,678,839.1574942,HISAT2,75,415.3259563,6.953512728,603,376.5,NA,,,,,,
128,ENSG00000104419,STAR,3644,79.21005966,HISAT2,4245,74.0619233,4.755665805,-601,3944.5,NA,,,,,,
129,ENSG00000240919,STAR,4109,598.3326069,HISAT2,3511,285.4469493,6.608076306,598,3810,NA,,,,,,
130,ENSG00000240809,STAR,1372,172.83662,HISAT2,775,194.6402379,5.599002305,597,1073.5,1,,,,,,
131,ENSG00000183513,STAR,4257,427.2852721,HISAT2,3662,414.6996521,6.453050185,595,3959.5,5,,,,,,
132,ENSG00000241549,STAR,2559,296.107845,HISAT2,1965,147.0019221,5.912445165,594,2262,3,,,,,,
133,ENSG00000158483,STAR,1978,61.19775089,HISAT2,1388,47.43613568,4.441660398,590,1683,NA,,,,,,
134,ENSG00000260528,STAR,2781,149.483966,HISAT2,3363,85.85468645,5.259635317,-582,3072,NA,,,,,,
135,ENSG00000287969,STAR,3533,11.42878697,HISAT2,4113,10.61533059,2.817589111,-580,3823,NA,,,,,,
136,ENSG00000257350,STAR,2617,119.092476,HISAT2,3196,100.95771,5.13327367,-579,2906.5,NA,,,,,,
137,ENSG00000255725,STAR,3096,107.639958,HISAT2,3672,85.55072517,5.013400272,-576,3384,NA,,,,,,
138,ENSG00000174498,STAR,2251,41.72008227,HISAT2,2825,37.04661219,4.09839283,-574,2538,NA,,,,,,
139,ENSG00000166803,STAR,4204,114.5846988,HISAT2,3631,108.0460797,5.127574944,573,3917.5,NA,,,,,,
140,ENSG00000176788,STAR,3157,423.4886688,HISAT2,3727,370.1404061,6.411093657,-570,3442,3,,,,,,
141,ENSG00000074047,STAR,3239,33.20944605,HISAT2,3806,31.1867446,3.887788064,-567,3522.5,NA,,,,,,
142,ENSG00000237763,STAR,1286,177.151361,HISAT2,1852,149.076761,5.528197145,-566,1569,5,,,,,,
143,ENSG00000084453,STAR,3282,13.69730886,HISAT2,3845,12.11119163,2.983300553,-563,3563.5,NA,,,,,,
144,ENSG00000186815,STAR,3218,97.10921738,HISAT2,3777,91.62775831,4.962306699,-559,3497.5,NA,,,,,,
145,ENSG00000232587,STAR,3229,158.8421911,HISAT2,3787,87.27486475,5.310639257,-558,3508,1,,,,,,
146,ENSG00000280321,STAR,3413,250.0505616,HISAT2,3971,232.0954071,5.902901781,-558,3692,NA,,,,,,
147,ENSG00000168778,STAR,3802,375.455235,HISAT2,3247,353.8276116,6.314216375,555,3524.5,NA,,,,,,
148,ENSG00000165948,STAR,2184,457.6241903,HISAT2,2738,428.6357945,6.510172158,-554,2461,13,,,,,,
149,ENSG00000077238,STAR,3647,7.389626356,HISAT2,4200,6.765767643,2.376997535,-553,3923.5,NA,,,,,,
150,ENSG00000130513,STAR,2940,8.770842089,HISAT2,3492,7.884895264,2.542647881,-552,3216,5,,,,,,
151,ENSG00000159712,STAR,2984,85.71949366,HISAT2,2432,83.17705638,4.846609519,552,2708,NA,,,,,,
152,ENSG00000151715,STAR,3169,106.2173496,HISAT2,3721,99.71459191,5.05033439,-552,3445,5,,,,,,
153,ENSG00000278129,STAR,3217,278.9012708,HISAT2,3768,265.6977285,6.020416697,-551,3492.5,1,,,,,,
154,ENSG00000167186,STAR,4271,501.0514206,HISAT2,3720,482.2128294,6.609561937,551,3995.5,NA,,,,,,
155,ENSG00000274659,STAR,2990,11.97622695,HISAT2,3536,10.43562332,2.844562732,-546,3263,NA,,,,,,
156,ENSG00000036672,STAR,1839,111.6925422,HISAT2,2384,105.7057531,5.103186634,-545,2111.5,NA,,,,,,
157,ENSG00000164398,STAR,1621,140.5213067,HISAT2,1077,133.2904154,5.333522887,544,1349,NA,,,,,,
158,ENSG00000106686,STAR,3344,126.5594458,HISAT2,2801,121.3964591,5.232485612,543,3072.5,NA,,,,,,
159,ENSG00000250444,STAR,3602,229.456408,HISAT2,4145,179.9505032,5.766543353,-543,3873.5,1,,,,,,
160,ENSG00000213985,STAR,794,274.2142249,HISAT2,1334,194.516117,5.917474254,-540,1064,NA,,,,,,
161,ENSG00000244076,STAR,2001,28.14664067,HISAT2,1461,25.27989644,3.708353324,540,1731,NA,,,,,,
162,ENSG00000216901,STAR,4196,42.78218792,HISAT2,3656,42.28916337,4.157738203,540,3926,1,,,,,,
163,ENSG00000064655,STAR,3709,15.56369227,HISAT2,3170,14.37190537,3.124549539,539,3439.5,NA,,,,,,
164,ENSG00000233967,STAR,4399,103.6254168,HISAT2,3860,101.9599638,5.040876056,539,4129.5,NA,,,,,,
165,ENSG00000148335,STAR,3525,110.5885759,HISAT2,2987,99.95419612,5.078703043,538,3256,NA,,,,,,
166,ENSG00000271952,STAR,3181,7.364166369,HISAT2,3718,6.616250393,2.367650809,-537,3449.5,NA,,,,,,
167,ENSG00000148843,STAR,2880,223.3225528,HISAT2,3416,211.9812786,5.797009249,-536,3148,NA,,,,,,
168,ENSG00000261210,STAR,3171,66.54076841,HISAT2,3707,65.01508178,4.595607704,-536,3439,5,,,,,,
169,ENSG00000119686,STAR,4134,111.5386142,HISAT2,3598,107.6682141,5.108201843,536,3866,NA,,,,,,
170,ENSG00000229605,STAR,3264,9811.839843,HISAT2,3799,7461.182688,9.513583086,-535,3531.5,1,,,,,,
171,ENSG00000233012,STAR,4240,337.6618738,HISAT2,3708,329.7469706,6.219666004,532,3974,2,,,,,,
172,ENSG00000214222,STAR,2150,199.4783017,HISAT2,1620,166.7949492,5.645007848,530,1885,NA,,,,,,
173,ENSG00000157869,STAR,3311,172.4770282,HISAT2,3841,165.7419932,5.542627418,-530,3576,NA,,,,,,
174,ENSG00000236264,STAR,2183,822.4997405,HISAT2,2711,649.8613346,7.045280293,-528,2447,NA,,,,,,
175,ENSG00000092330,STAR,3319,337.6005595,HISAT2,3846,321.273529,6.211076518,-527,3582.5,15,,,,,,
176,ENSG00000249264,STAR,2636,11339.79042,HISAT2,3161,8416.369304,9.651685689,-525,2898.5,NA,,,,,,
177,ENSG00000121210,STAR,2861,66.42186042,HISAT2,3386,63.32056208,4.585805306,-525,3123.5,NA,,,,,,
178,ENSG00000213442,STAR,2852,2615.294802,HISAT2,3376,2223.463683,8.223366048,-524,3114,1,,,,,,
179,ENSG00000184188,STAR,1436,43.91772048,HISAT2,913,38.26049194,4.143895809,523,1174.5,NA,,,,,,
180,ENSG00000126216,STAR,3109,192.2293307,HISAT2,3632,184.5440846,5.65073808,-523,3370.5,3,,,,,,
181,ENSG00000146856,STAR,4286,85.52536194,HISAT2,3764,83.24067666,4.845333675,522,4025,NA,,,,,,
182,ENSG00000244081,STAR,2407,64.70598107,HISAT2,2928,44.07723995,4.462968181,-521,2667.5,NA,,,,,,
183,ENSG00000254332,STAR,1142,80.09752642,HISAT2,1661,45.61280179,4.633795808,-519,1401.5,NA,,,,,,
184,ENSG00000165055,STAR,2977,504.1106432,HISAT2,2458,442.6426748,6.586767313,519,2717.5,NA,,,,,,
185,ENSG00000279555,STAR,3146,23.33622042,HISAT2,2628,22.18831307,3.538939226,518,2887,NA,,,,,,
186,ENSG00000236989,STAR,2262,26.79530428,HISAT2,2776,25.55179902,3.678101677,-514,2519,NA,,,,,,
187,ENSG00000227627,STAR,4045,28.02896643,HISAT2,3531,27.30182179,3.730018454,514,3788,NA,,,,,,
188,ENSG00000185920,STAR,3069,64.90283912,HISAT2,3581,60.41769806,4.555051866,-512,3325,NA,,,,,,
189,ENSG00000128886,STAR,2347,30.59554459,HISAT2,1836,32.10329552,3.84261274,511,2091.5,NA,,,,,,
190,ENSG00000225648,STAR,2932,365.2399898,HISAT2,3443,344.8195084,6.287207315,-511,3187.5,5,,,,,,
191,ENSG00000260838,STAR,3923,7.913570705,HISAT2,3413,7.704664101,2.465205752,510,3668,NA,,,,,,
192,ENSG00000255406,STAR,4047,93.71210478,HISAT2,3538,88.09363132,4.925505204,509,3792.5,NA,,,,,,
193,ENSG00000236671,STAR,3047,49.45925391,HISAT2,3554,49.32094068,4.305681681,-507,3300.5,NA,,,,,,
194,ENSG00000173320,STAR,3648,1171.387918,HISAT2,3146,1126.709694,7.458614419,502,3397,NA,,,,,,
195,ENSG00000223529,STAR,3392,1658.289385,HISAT2,3893,1275.763326,7.738998253,-501,3642.5,1,,,,,,
196,ENSG00000123500,STAR,2670,34.64233456,HISAT2,2171,33.65826967,3.941027662,499,2420.5,NA,,,,,,
197,ENSG00000251615,STAR,3394,44.33011654,HISAT2,2897,41.62279076,4.17656201,497,3145.5,NA,,,,,,
198,ENSG00000132716,STAR,4184,553.243708,HISAT2,3687,533.4318652,6.70925512,497,3935.5,NA,,,,,,
199,ENSG00000203722,STAR,3081,16.53091484,HISAT2,3577,14.32932206,3.165288359,-496,3329,3,,,,,,
200,ENSG00000140479,STAR,3547,168.57818,HISAT2,3051,157.268815,5.510248645,496,3299,NA,,,,,,
201,ENSG00000071205,STAR,3021,27.13000291,HISAT2,3515,25.81149256,3.689772785,-494,3268,NA,,,,,,
202,ENSG00000229183,STAR,2772,10.39507011,HISAT2,3265,9.504152644,2.71781216,-493,3018.5,8,,,,,,
203,ENSG00000268555,STAR,4215,10.80351909,HISAT2,3722,10.38473819,2.7723317,493,3968.5,NA,,,,,,
204,ENSG00000203499,STAR,2111,120.8336808,HISAT2,1619,112.663246,5.177083217,492,1865,NA,,,,,,
205,ENSG00000234383,STAR,3130,121.9186147,HISAT2,2640,115.4847155,5.191071588,490,2885,NA,,,,,,
206,ENSG00000144741,STAR,3179,573.8851103,HISAT2,2689,545.497322,6.741268218,490,2934,6,,,,,,
207,ENSG00000177803,STAR,3585,122.9987323,HISAT2,4074,117.7696353,5.203366647,-489,3829.5,NA,,,,,,
